UID,V1,V2,COMMENTS
EVFU,in,,
EVJU,in,,
EVQN,ii,,
EVVM,ei,,
EWCC,ea,,e@
EXRW,ea,,
EYLY,in,,
EYWJ,in,,
EYXR,in,,
FAHE,in,,
FALC,in,,
FAPZ,ii,,
FBTV,in,,
FBWY,in,,
FCLR,in,,
FEMF,in,,
FFOD,in,,
FFRL,in,,
FGTI,in,,
FHSY,ei,,
FIBD,in,,
FIKU,in,,
FJCF,ei,,
FJHI,in,,
FJJI,ii,,
FJTV,in,,
FLCV,in,,
FLKN,in,,
FMFX,in,,
FMHR,in,,
FMOO,ii,,
FNGR,ea,,i@
FNUF,ii,,
FNVT,in,,
FONZ,in,,
FOPS,ei,,
FPFX,in,,
FPKO,in,,
FPZN,ei,,
FQAF,ii,,
FQWL,in,,
FQYS,in,,
FRBT,in,,
FRFQ,ii,,
FRWW,in,,
FSTE,ii,,
FSUY,ii,,
FSWB,in,,
FTDY,in,,
FTFT,in,,
FVIK,NA,,sagt nur äh; NA Bosco
FVIZ,in,,
FVTU,in,,
FWAG,ii,,
FWND,in,,
FXCQ,ii,,
FXKN,in,,
FYQI,in,,
FZPW,ei,,
GAUD,ii,,
GAZV,ii,,
GBTH,in,,
GDJE,in,,
GFKH,ii,,
GFPM,ei,,
GFYZ,ii,,
GGLE,ea,,eä
GGSX,in,,
GHGD,in,,
GHLF,in,,
GHMK,ii,,
GHXY,in,,
GIIR,in,,
GIOH,in,,
GIQG,in,,
GIWV,in,,
GJCI,ii,,
GKBE,ei,,
GKBV,in,,
GMMO,in,,
GMWW,in,,
GNBU,ei,,
GNMQ,ii,,
GOAU,in,,
GOLW,ii,,
GOOB,ei,,
GOQI,ei,,
GOSY,ii,,
GOYC,ii,,
GPAK,in,,
GPGA,in,,
GRAR,ii,,
GRPJ,ii,,
GSLS,in,,
GUTF,in,,
GVNN,ii,,
GVUS,in,,
GWOX,ii,,
GXEB,ii,,
GYBZ,in,,
GYUD,in,,
GZMD,in,,
HBBQ,in,,
HCIF,in,,
HDLV,in,,
HDNF,in,,
HEHU,ea,,
HEVH,in,,
HFCS,in,,
HFSV,in,,
HGBP,in,,
HGYK,ii,,
HHHE,in,,
HIGZ,ii,,
HKRF,in,,
HLFM,ei,,
HMXR,in,,
HPNB,in,,
HPYW,in,,
HQPB,ii,,
HUBI,in,,
HUDO,ii,,
HUYI,in,,
HVLO,in,,
HWDZ,ei,,
HWOL,in,,
HWTX,ii,,
HWYK,in,,
HXHY,ee,,
HXVS,in,,
HXZZ,in,,
HZBG,in,,
HZRN,in,,
HZVF,ii,,
IATI,ii,,
IBYY,ea,,eä
IDFP,ii,,
IEEA,in,,
IGCP,ii,,
IGVA,in,,
IHIF,in,,
IJMG,in,,
IJQQ,in,,
IKHY,in,,
IKIA,in,,
IKNR,in,,
IMMC,ii,,
IMST,in,,
INBX,in,,
CYKL,in,,
IOCC,in,,
IOSV,ii,,
IPCB,in,,
IPHH,in,,
IPJN,ee,,
IPMA,in,,
IPQX,in,,
ISAE,in,,
ISEJ,ei,,
ISGL,in,,
IVZI,in,,
IXKM,in,,
IXXR,ii,,
IZNJ,in,,
IZSQ,ii,,
JAGZ,in,,
JASL,in,,
JAXC,in,,
JBIL,in,,
JCQC,in,,
JDKE,ee,,
JDOB,ii,,
JEAL,in,,
JEAO,ei,,
JEUB,ei,,
JGLJ,in,,
JGSK,in,,
JICI,in,,
JIME,in,,
JIQI,in,,
JIYA,in,,
JKBX,ei,,
JKZM,in,,
JLQZ,ei,,
JMOG,in,,
JNDD,in,,
JNLN,in,,
JOFB,ei,,
JPQE,ei,,
JRME,in,,
JSHF,ei,,
JTEM,in,,
JTPS,in,,
JTVH,in,,
JUIK,in,,
JURN,in,,
JVJL,in,,
JVOT,in,,
JXAT,in,,
JXGS,in,,
JXIV,in,,
KBMJ,in,,
KCRZ,ei,,
KCUO,ii,,
KDEU,ea,,i@
KDRC,in,,
KDYB,in,,
KEDM,ii,,
KEOL,in,,
KEOY,in,,
KETC,ii,,
KEZZ,in,,
KFFF,in,,
KFQY,in,,
KFTU,in,,
KFYD,ii,,
KHMQ,ii,,
KHPQ,in,,
KJEV,in,,
KJNO,in,,
KKHV,in,,
KKTQ,in,,
KLXL,in,,
KMII,in,,
KNCA,ee,,
KNPB,ii,,
KOOG,in,,
KOQB,ei,,
KORE,ii,,
KPFH,in,,
KPHL,in,,
KQWD,ei,,
KRKJ,in,,
KRMJ,ee,,
KRZH,ei,,
KSJX,in,,
KUGY,in,,
KUSC,ei,,
KVDO,in,,
KVYN,in,,
KXNF,in,,
KYSI,ii,,
KZCC,in,,
LAKO,in,,
LAKP,in,,
LAOE,ei,,
LAPG,in,,
LAXN,in,,
LBNN,ii,,
LBVW,in,,
LBYC,in,,
LCNW,ei,,
LCXS,in,,
LDAP,in,,
LDNK,in,,
LDXH,ii,,
LEDK,in,,
LEGF,in,,
LEJJ,in,,
LFFD,ea,,
LHAU,ee,,
LHHT,in,,
LHTZ,in,,
LIDX,in,,
LIPR,ee,,
LJIP,ei,,
LLBP,in,,
LLNV,in,,
LMVO,ei,,
LOCO,in,,
LOFY,in,,
LOHZ,in,,
LPNE,ei,,
LQUM,ii,,
LQVZ,ee,,
LRMP,ei,,
LSIS,in,,
LTAQ,ii,,
LTSU,in,,
LTSZ,in,,
LVGN,in,,
LVXL,ei,,
LWCO,in,,
LYFW,ii,,
LZBT,ee,,
LZBW,in,,
MAQI,in,,
MAXS,ii,,
MBKO,in,,
MBVT,in,,
MCEZ,ii,,
MCJN,in,,
MCMB,in,,
MCQO,in,,
MEFD,ei,,
MEWO,in,,
MGNO,in,,
MHUD,ii,,
MHXW,in,,
MIDF,in,,
MIEI,ii,,
MIIK,in,,
MIXG,in,,
MJKM,in,,
MKDC,ea,,i@
MLPB,Ii,,
MNJJ,in,,
MOCP,ee,,
MOHG,in,,
MQDQ,in,,
MPDX,in,,
MRDQ,ee,,
MSCO,in,,
MSOH,ii,,
MWVG,in,,
MXCL,ii,,
MXDT,ee,,
MXJS,in,,
MYXS,ee,,
NDVI,ii,,
NDWO,ii,,
NDZV,in,,
NEIS,ei,,
NFNF,ei,,
NGPR,in,,
NHCM,in,,
NIAP,in,,
NIDZ,ii,,
NIHI,ii,,
NJTA,Ii,,
NLQP,ei,,
NMCH,in,,
NMUE,ii,,
NMZI,in,,
NNHI,in,,
NNPH,in,,
NOMA,ii,,
NOQT,in,,
NPFH,in,,
NPQC,in,,
NQPL,in,,
NSBJ,in,,
NUCN,in,,
NUHA,ei,,
NUYJ,in,,
NVYG,in,,
NWFD,in,,
NWTU,in,,
NXDG,in,,
NYTH,in,,
NZQW,in,,
OASX,ii,,
OBMP,in,,
OCBC,ee,,
ODPT,in,,
OEAH,in,,
OEZX,in,,
OFCF,in,,
OFFV,in,,
OFQQ,in,,
OFXV,in,,
OGPV,ii,,
OGQG,ei,,
OHPG,ii,,
OIDW,in,,
OKGR,in,,
OKOZ,in,,
OKWW,ei,,
OLBL,in,,
OLQM,in,,
OOMM,ei,,
OPGH,in,,
ORGN,in,,
ORWP,ii,,
ORZF,in,,
ORZO,in,,
OSIL,in,,
OTGL,in,,
OTKB,ii,,
OUQD,in,,
OUZE,in,,
OWGL,in,,
OWIM,in,,
OYFQ,in,,
OYUZ,ii,,
OYYZ,in,,
OZSY,in,,
PCJF,ii,,
PCMF,in,,
PCNX,in,,
PDLD,ii,,
PEAV,ii,,
PGMA,in,,
PIVE,ei,,
PJCV,ee,,
PLSP,ee,,
PMBH,in,,
PMLQ,in,,
PQFD,ei,,
PRTT,Ii,,
PTMF,in,,
PWBS,ei,,
PWRG,in,,
PXDH,in,,
PXYB,ii,,
PYDG,in,,
PYRT,in,,
PZKU,ei,,
QAMI,ei,,
QBCZ,in,,
QBYH,ei,,
QDBA,ii,,
QDCG,in,,
QDGR,Ii,,
QDGV,ii,,
QEOR,in,,
QFCD,in,,
QFPK,in,,
QGPN,in,,
QKEJ,ii,,
QKJG,in,,
QKOW,in,,
QKPX,in,,
QMBF,ee,,
QMGE,ii,,
QMNB,in,,
QNPX,in,,
QNXD,in,,
QOOD,in,,
QOST,ee,,
QQKY,in,,
QRRJ,ii,,
QSIC,ei,,
QVTY,ii,,
QVWW,in,,
QVXX,in,,
QVYB,in,,
QVYF,ii,,
QWZT,in,,
QXIH,in,,
QYGT,in,,
QZDY,in,,
QZEX,in,,
RAJQ,ii,,
RAKP,ei,,
RATN,ei,,
RBLS,in,,
RBOG,ii,,
RCDF,in,,
RCFR,in,,
RCWY,in,,
RDTE,in,,
RGML,in,,
RGSE,in,,
RHJX,in,,
RHWR,in,,
RHYD,in,,
RIOS,in,,
RJVT,ii,,
RLFX,in,,
RLZK,in,,
RMKN,in,,
RMNW,in,,
RMYB,in,,
RMZZ,ei,,
RNEW,in,,
RNLY,in,,
ROMW,Ii,,
ROPY,in,,
ROYT,in,,
RQHU,in,,
RQJR,ee,,
RRAU,in,,
RRDW,ii,,
RRUY,in,,
RRWK,ee,,
RSUK,ee,,
RVHZ,in,,
RVPF,ii,,
RWZQ,in,,
RXAO,in,,
RXJS,ea,,e@
RXSC,in,,
RYDG,in,,
RZKH,in,,
SATI,ei,,
SAUU,ii,,
SBMK,in,,
SCON,in,,
SCTT,ei,,
SDOI,in,,
SDYX,ii,,
SDYY,in,,
SFID,in,,
SFSY,ii,,
SHDQ,in,,
SHOU,ii,,
SIBL,in,,
SION,in,,
SJVF,ii,,
SKNK,in,,
SLLT,in,,
SNDV,ii,,
SOKG,in,,
SOZJ,in,,
SPBA,in,,
SPCF,ii,,
SPYB,in,,
SQAT,in,,
SRJK,ea,,
SSQE,NA,,"er sagt zahl; NA, bosco"
SSZQ,ee,,
STGG,ii,,
STIG,ii,,
STWW,in,,
SUKO,in,,
SUPE,in,,
SWXV,in,,
SXAH,in,,
SXHP,in,,
SXMH,ei,,
SXOS,in,,
SYIN,in,,
SYWQ,in,,
SYZH,in,,
SZYP,ee,,
TASM,ee,,
TBJW,in,,
TCBP,ii,,
TFBR,in,,
TFRP,in,,
TFUD,ii,,
TGFZ,in,,
THZB,ii,,
TIBD,ei,,
TIBR,ii,,
TIDA,ii,,
TIEX,in,,
TIKO,in,,
TIVM,in,,
TIXC,ei,,
TKJD,in,,
TMAV,ei,,
TMQT,ee,,
TMYB,in,,
TNUQ,in,,
TPJS,in,,
TPQP,in,,
TPTK,in,,
TPVA,in,,
TQKV,ee,,
TRDS,ee,,
TRYJ,in,,
TSAA,ei,,
TSPB,in,,
TTFI,in,,
TTIS,in,,
TTOF,in,,
TUEM,in,,
TUNJ,in,,
TUSD,in,,
TUZA,in,,
TVAU,ii,,
TVET,ei,,
TVKA,in,,
TVYF,ii,,
TVZQ,in,,
TWDN,ii,,
TWOR,in,,
TYCF,in,,
TYEY,ii,,
UAFK,in,,
UBKB,in,,
UCAX,ii,,
UDTD,in,,
UDXP,ii,,
UFAM,in,,
UFDY,in,,
UGBP,ee,,
UGGO,in,,
UGYQ,in,,
UHTS,in,,
UICW,ea,,e@
UIHT,ei,,
UKEJ,in,,
ULLP,in,,
UMFL,ii,,
UNOI,ei,,
UOAT,ii,,
UOSS,ii,,
UPAW,ii,,
UQJA,ii,,
UQKW,ei,,
URJL,ii,,
USUU,ii,,
UUCL,in,,
UVIA,in,,
UWMU,in,,
UWOZ,ei,,
UWSQ,in,,
UXEI,ii,,
UZPN,ii,,
VATG,in,,
VBQG,in,,
VCMZ,in,,
VCZR,in,,
VEKJ,ii,,
VETL,in,,
VFBX,ei,,ein
VFEX,in,,
VFKD,in,,
VFLN,ei,,
VGMD,in,,
VGXK,ii,,
VHUA,in,,
VIKF,ei,,
VITE,in,,
VIVS,ei,,
VJUZ,ei,,
VJVC,in,,
VJYT,ii,,
VLFD,in,,
VMPG,ii,,
VMXT,ii,,
VNQO,in,,
VOVJ,in,,
VOXQ,ii,,
VOZO,ei,,
VPSN,ii,,
VQED,in,,
VQVH,in,,
VRIT,ei,,
VRKE,ei,,
VRSA,ii,,
VRST,ee,,
VSXG,in,,
VTEA,ii,,
VUCU,in,,
VUJO,in,,
VUTP,ei,,
VUYF,in,,
VVAO,ii,,
VWOO,ei,,
VXQH,ee,,
VYVF,in,,
VZZC,in,,
WBHX,in,,
WCAR,ei,,
WCPR,in,,
WCWE,in,,
WDZS,ii,,
WFDO,in,,
WFQK,in,,
WGFT,ii,,
WHVY,ii,,
WIAS,ee,,
WIWF,in,,
WJHB,in,,
WJWW,ii,,
WKBB,Ii,,
WLOX,in,,
WNIY,ii,,
WNMA,ii,,
WOZO,ii,,
WRWX,ei,,
WSZF,ei,,
WTEK,in,,
WUCN,in,,
WUEY,ee,,
WUQD,in,,
WVLP,ee,,
WVTO,in,,
WYIV,in,,
XAEL,in,,
XBSQ,ii,,
XCEL,ii,,
XCIM,in,,
XDBM,ei,,
XDIE,in,,
XDYX,in,,
XEKM,ii,,
XEUG,ii,,
XGAA,in,,
XIOT,ei,,
XIUW,in,,
XIWJ,in,,
XIXL,in,,
XJVW,ei,,
XMFF,ii,,
XMXO,in,,
XMZW,ii,,
XNAU,in,,
XNEG,in,,
XNJP,in,,
XNVQ,in,,
XOHE,in,,
XOIQ,ei,,
XPCV,in,,
XPMD,in,,
XQGF,in,,
XQYH,ii,,
XRIV,in,,
XSVA,in,,
XSXQ,ei,,
XTPT,in,,
XTSM,in,,
XUAK,in,,
XVBP,ee,,
XVHT,in,,
XVRH,in,,
XVTI,in,,
XVXT,ii,,
XXCT,in,,
XYCB,ee,,
XYEE,ei,,
XYEK,in,,
XYMB,ii,,
XZKG,ii,,
YBWQ,in,,
YCXF,in,,
YDIO,ii,,
YDPY,in,,
YDQV,in,,
YDSB,ii,,
YECE,in,,
YELS,ii,,
YFEF,in,,
YFQM,in,,
YFTY,ee,,
YGDB,ii,,ii@
YGDZ,in,,
YGIV,ii,,
YGXH,in,,
YGYR,ii,,
YHSV,in,,
YIIZ,in,,
YIKI,in,,
YIRI,in,,
YJHC,in,,
YJSI,ei,,
YKFP,in,,
YLOG,ii,,
YLYK,in,,
YMLU,in,,
YMTU,in,,
YNDU,in,,
YOFQ,ii,,
YOGB,in,,
YPDC,ei,,
YPWC,in,,
YQIB,in,,
YRCD,in,,
YRWJ,ei,,
YRYC,in,,
YUAF,ei,,
YVTX,in,,
YXMA,ee,,
YXRN,ee,,
YYYI,Ii,,
YZVT,in,,
YZZH,in,,
ZAAX,in,,
ZAHZ,Ii,,
ZBAS,ei,,
ZCEZ,in,,
ZCNV,ei,,
ZCOU,in,,
ZDGL,ei,,
ZEWN,in,,
ZFDB,in,,
ZFMD,in,,
ZFOJ,in,,
ZFWF,in,,
ZGBL,in,,
ZGNM,ii,,
ZGQY,in,,
ZGYT,in,,
ZHCJ,in,,
ZHRR,in,,
ZIOD,ii,,
ZISL,in,,
ZJFT,in,,
ZJOB,in,,
ZKCK,in,,
ZKMF,in,,
ZKZN,in,,
ZLFM,in,,
ZLKX,in,,
ZLZD,in,,
ZMCX,in,,
ZOLO,in,,
ZPCZ,in,,
ZPGU,ii,,
ZPMN,in,,
ZPWK,in,,
ZPWZ,ee,,
ZQMH,ei,,
ZQTC,ii,,
ZRRB,ii,,
ZRWA,in,,
ZSMF,ii,,
ZTBJ,in,,
ZTLY,ei,,
ZUYN,in,,
ZVDJ,ii,,
ZVMY,in,,
ZVYB,in,,
ZWLT,in,,
ZXKI,in,,
ZYHQ,in,,
ZYKF,in,,
ZZSM,in,,
