UID,V1,V2,COMMENTS
TVET,nd,,
TVKA,nd,,
TVYF,nd,,
TVZQ,nd,,
TWDN,nd,,
TWOR,nd,,
TYCF,nd,,
TYEY,nd,,
UAFK,nd,,
UBKB,ng,,
UCAX,nd,,
UDTD,nd,,
UDXP,nd,,
UFAM,nd,,
UFDY,nd,,
UGBP,nd,,
UGGO,nd,,
UGYQ,nd,,
UHTS,ng,,
UICW,nd,,
UIHT,nd,,
UKEJ,nd,,
ULLP,nd,,
UMFL,nd,,
UNOI,nd,,
UOAT,nn,,
UOSS,nd,,
UPAW,nn,,
UQJA,nd,,
UQKW,ng,,
URJL,nd,,
USUU,nd,,
UUCL,ng,,
UVIA,ng,,
UWMU,nd,,
UWOZ,nd,,
UWSQ,ng,,
UXEI,nd,,
UZPN,nd,,
VATG,nd,,
VBQG,nd,,
VCMZ,nd,,
VCZR,ng,,
VEKJ,nd,,
VETL,nd,,
VFBX,nd,,
VFEX,nd,,
VFKD,nd,,
VFLN,nd,,
VGMD,ng,,
VGXK,nn,,
VHUA,nd,,
VIKF,nd,,
VITE,nd,,
VIVS,nd,,
VJUZ,nd,,
VJVC,nd,,
VJYT,nd,,
VLFD,nd,,
VMPG,nd,,
VMXT,nd,,
VNQO,nd,,
VOVJ,nd,,
VOXQ,nd,,
VOZO,nd,,
VPSN,nd,,
VQED,nd,,
VQVH,NA,,NA, leere aufnahme
VRIT,nd,,
VRKE,nd,,
VRSA,nd,,
VRST,nd,,
VSXG,ng,,
VTEA,nd,,
VUCU,nd,,
VUJO,nd,,
VUTP,nd,,
VUYF,nd,,
VVAO,nd,,
VWOO,nd,,
VXQH,nd,,
VYVF,nd,,
VZZC,nd,,
WBHX,nd,,
WCAR,nd,,
WCPR,ng,,
WCWE,nd,,
WDZS,nd,,
WFDO,nd,,
WFQK,ng,,
WGFT,nd,,
WHVY,nd,,
WIAS,nd,,
WIWF,nd,,
WJHB,nd,,
WJWW,nd,,
WKBB,nd,,
WLOX,nn,,
WNIY,nd,,
WNMA,nd,,
WOZO,nd,,
WRWX,nd,,
WSZF,nd,,
WTEK,nd,,
WUCN,nd,,
WUEY,nd,,
WUQD,nd,,
WVLP,nd,,
WVTO,nd,,
WYIV,nd,,
XAEL,nd,,
XBSQ,nd,,
XCEL,nd,,
XCIM,nd,,
XDBM,nd,,
XDIE,nd,,
XDYX,nd,,
XEKM,nd,,
XEUG,nd,,
XGAA,nd,,
XIOT,nd,,
XIUW,nd,,
XIWJ,nd,,
XIXL,nd,,
XJVW,nd,,
XMFF,nn,,
XMXO,nd,,
XMZW,nd,,
XNAU,nd,,
XNEG,ng,,
XNJP,nd,,
XNVQ,ng,,
XOHE,nd,,
XOIQ,ng,,
XPCV,nd,,
XPMD,nd,,
XQGF,ng,,
XQYH,nd,,
XRIV,nd,,
XSVA,nd,,
XSXQ,nd,,
XTPT,nd,,
XTSM,nn,,
XUAK,nd,,
XVBP,nd,,
XVHT,nd,,
XVRH,nd,,
XVTI,nd,,
XVXT,nd,,
XXCT,nd,,
XYCB,nd,,
XYEE,nd,,
XYEK,ng,,
XYMB,nd,,
XZKG,nd,,
YBWQ,nd,,
YCXF,nd,,
YDIO,nd,,
YDPY,nd,,
YDQV,nn,,
YDSB,nn,,
YECE,nd,,
YELS,nd,,
YFEF,nd,,
YFQM,ng,,
YFTY,nd,,
YGDB,nd,,
YGDZ,nd,,
YGIV,nd,,
YGXH,nd,,
YGYR,nd,,
YHSV,nd,,
YIIZ,ng,,
YIKI,nd,,
YIRI,nd,,
YJHC,ng,,
YJSI,nd,,
YKFP,nn,,
YLOG,nd,,
YLYK,nd,,
YMLU,nd,,
YMTU,nd,,
YNDU,nd,,
YOFQ,nd,,
YOGB,nd,,
YPDC,nd,,
YPWC,nd,,
YQIB,nd,,
YRCD,nd,,
YRWJ,ng,,
YRYC,nd,,
YUAF,nd,,
YVTX,ng,,
YXMA,nd,,
YXRN,nd,,
YYYI,nd,,
YZVT,nd,,
YZZH,nd,,
ZAAX,nd,,
ZAHZ,nd,,
ZBAS,nd,,
ZCEZ,ng,,
ZCNV,nd,,
ZCOU,nd,,
ZDGL,ng,,
ZEWN,nd,,
ZFDB,nd,,
ZFMD,nd,,
ZFOJ,nd,,
ZFWF,nd,,
ZGBL,ng,,
ZGNM,nd,,
ZGQY,nd,,
ZGYT,ng,,
ZHCJ,nd,,
ZHRR,nd,,
ZIOD,nd,,
ZISL,ng,nd,
ZJFT,nd,,
ZJOB,nd,,
ZKCK,nd,,
ZKMF,ng,,
ZKZN,nd,,
ZLFM,ng,,
ZLKX,ng,,
ZLZD,nd,,
ZMCX,nd,,
ZOLO,nd,,
ZPCZ,ng,,
ZPGU,nd,,
ZPMN,nd,,
ZPWK,nd,,
ZPWZ,nd,,
ZQMH,nd,,
ZQTC,nd,,
ZRRB,nd,,
ZRWA,nn,,
ZSMF,nd,,
ZTBJ,nd,,
ZTLY,nd,,
ZUYN,nd,,
ZVDJ,nd,,
ZVMY,nd,,
ZVYB,nd,,
ZWLT,nd,,
ZXKI,nd,,
ZYHQ,nd,,
ZYKF,nd,,
ZZSM,nd,,
