UID,V1,V2,COMMENTS
ENWC,hitzgi,,
EPKE,hitzgi,,
EPQP,hitzgi,,
ESSD,higgi,,
ESTD,hixi,,
ETKD,hixi,,
EUEH,gluxi,,
EUGJ,higgi,,
EVCN,gluxi,,
EVFU,hitzgi,,
EVJU,gluxi,,
EVQN,hitzgi,,
EVVM,hitzgi,,
EWCC,hitzgi,,
EXRW,hitzgi,,
EYLY,gluxi,,
EYWJ,higgi,,
EYXR,hitzgi,,
FAHE,gluxi,,
FALC,gluxi,,
FAPZ,hitzgi,,
FBTV,higge-r,,
FBWY,gluxi,,
FCLR,gluxi,,
FEMF,gluxi,,
FFOD,gluxi,,
FFRL,higgi,,
FGTI,gluxi,,
FHSY,hitzgi,,
FIBD,hixgi,,
FIKU,hitzgi,,
FJCF,gluxi,,
FJHI,higgi,,
FJJI,hitzgi,,hützgi
FJTV,hitzgi,,
FLCV,hitzgi,,
FLKN,hixgi,,
FMFX,gluxi,,
FMHR,hitzgi,,
FMOO,hitzgi,,
FNGR,hitzgi,,
FNUF,hitzgi,,
FNVT,hitzgi,,
FONZ,gluxi,,
FOPS,gluxi,,
FPFX,hitzgi,,
FPKO,gluxi,,
FPZN,hitzgi,,
FQAF,gluxi,,
FQWL,gluxi,,
FQYS,hitzgi,,
FRBT,gluxi,,
FRFQ,gluxi,,
FRWW,hitzgi,,
FSTE,hitzgi,,
FSUY,hitzgi,,
FSWB,gluxi,,
FTDY,gluxi,,
FTFT,gluxi,,
FVIK,tschuggi,,
FVIZ,higgi,,hitti
FVTU,gluxi,,
FWAG,hixgi,,
FWND,higgi,,
FXCQ,hötsch(-er),,
FXKN,gluxi,,
FYQI,hitzgi,,
FZPW,hitzgi,,
GAUD,hitzger,,
GAZV,hitzgi,,
GBTH,gluxi,,
GDJE,hitzgi,,
GFKH,hitzgi,,
GFPM,hitzgi,,
GFYZ,gluxi,,
GGLE,gluxer,,
GGSX,hitzgi,,
GHGD,hitzgi,,
GHLF,hitzgi,,
GHMK,hixi,,
GHXY,gluxi,,
GIIR,hitzgi,,
GIOH,hitzgi,,
GIQG,gluxi,,
GIWV,higgi,,
GJCI,tschuggi,,
GKBE,hitzgi,,
GKBV,gluxi,,
GMMO,gluxi,,
GMWW,hitzgi,,
GNBU,hixgi,,
GNMQ,higgi,,
GOAU,gluxi,,
GOLW,higgi,,
GOOB,gluxi,,
GOQI,hixi,,
GOSY,jöscher_jöschen,,
GOYC,hitzgi,,
GPAK,hitzgi,,
GPGA,hitzger,,
GRAR,hitzgi,,
GRPJ,hitzgi,,
GSLS,gluxi,,
GUTF,gluxi,,
GVNN,gluxer,,
GVUS,higgi,,
GWOX,hitzgi,,
GXEB,higgi,,
GYBZ,gluxi,,
GYUD,hitzgi,,
GZMD,gluxi,,
HBBQ,gluxi,,
HCIF,gluxi,,
HDLV,gluxi,,
HDNF,hitzgi,,
HEHU,gluxi,,
HEVH,gluxi,,
HFCS,higgi,,
HFSV,SDATS_schluckuuf o.ä.,,schluckuuf
HGBP,hitzgi,,
HGYK,hitzgi,,
HHHE,higgi,,
HIGZ,hitzgi,,
HKRF,hitzgi,,
HLFM,hitzgi,,
HMXR,gluxi,,
HPNB,hitzgi,,
HPYW,gluxi,,
HQPB,higgi,,
HUBI,gluxi,,
HUDO,hitzgi,,
HUYI,gluxi,,
HVLO,hitzgi,,
HWDZ,hitzgi,,
HWOL,gluxi,,
HWTX,hixgi,,
HWYK,hitzgi,,
HXHY,SDATS_hütschgi,,
HXVS,gluxi,,
HXZZ,hixgi,,
HZBG,gluxi,,
HZRN,hitzgi,,
HZVF,gluxi,heschi,beide Neutra
IATI,gluxer,,
IBYY,gluxer,,
IDFP,higge-r,,
IEEA,hitzgi,SDATS_schlugguuf,
IGCP,hitzgi,,
IGVA,higgi,,
IHIF,gluxi,,
IJMG,higgi,,
IJQQ,hitzgi,,
IKHY,hitzgi,,
IKIA,hitzgi,,
IKNR,gluxi,,
IMMC,higgi,,
IMST,gluxi,,
INBX,hitzgi,,
CYKL,gluxi,,
IOCC,gluxi,,
IOSV,hixi,,
IPCB,higgi,,
IPHH,gluxi,,
IPJN,hitzgi,,
IPMA,hitzgi,,
IPQX,hitzgi,,
ISAE,gluxi,,
ISEJ,hitzgi,,
ISGL,hitzgi,,
IVZI,gluxi,,
IXKM,gluxi,,
IXXR,higgi,,
IZNJ,hitzgi,,
IZSQ,gluxer,,
JAGZ,gluxi,,
JASL,hitzgi,,
JAXC,hitzgi,,
JBIL,hitzgi,,
JCQC,hitzgi,,
JDKE,hitzgi,,
JDOB,hitzgi,,
JEAL,gluxi,,
JEAO,hitzgi,,
JEUB,hitzgi,,
JGLJ,SDATS_gluxgi,,
JGSK,hitzgi,,
JICI,hitzgi,,
JIME,higgi,,
JIQI,hixi,,
JIYA,hitzgi,,
JKBX,gluxi,,
JKZM,hixi,,
JLQZ,gluxi,,
JMOG,gluxi,,
JNDD,gluxi,,
JNLN,gluxi,,
JOFB,hixgi,,
JPQE,hixi,,
JRME,hitzgi,,
JSHF,hitzgi,,
JTEM,hitzgi,,
JTPS,hitzgi,,
JTVH,gluxi,,
JUIK,hitzgi,,
JURN,gluxi,,
JVJL,gluxi,,
JVOT,higgi,,
JXAT,gluxi,,
JXGS,hixgi,,
JXIV,gluxi,,
KBMJ,gluxi,,
KCRZ,hitzgi,,
KCUO,heschi,,
KDEU,gluxi,,
KDRC,higgi,,
KDYB,higgi,,
KEDM,hitzgi,,
KEOL,hitzgi,,
KEOY,gluxi,,
KETC,hitzgi,,
KEZZ,gluxi,,
KFFF,gluxi,,
KFQY,gluxi,,
KFTU,hitzgi,,
KFYD,hitzgi,,
KHMQ,higger,,
KHPQ,hitzgi,,
KJEV,gluxi,,
KJNO,gluxi,,
KKHV,gluxi,,
KKTQ,gluxi,,
KLXL,hitzgi,,
KMII,gluxi,,
KNCA,hitzgi,,
KNPB,hitzgi,,
KOOG,higgi,,
KOQB,hitzgi,,
KORE,hitzgi,,
KPFH,hitzgi,,
KPHL,hitzgi,,
KQWD,hitzgi,,
KRKJ,hitzgi,,
KRMJ,hitzger,,
KRZH,hitzgi,,
KSJX,gluxi,,
KUGY,hitzgi,,
KUSC,hixi,,hexi
KVDO,hitzgi,,
KVYN,hitzgi,,
KXNF,hitzgi,,
KYSI,hitzger,,
KZCC,gluxi,,
LAKO,hitzgi,,
LAKP,hitzgi,,
LAOE,hixi,,
LAPG,hitzgi,,
LAXN,hitzgi,,
LBNN,hixi,,
LBVW,gluxi,,
LBYC,hixi,,hiksi
LCNW,hitzgi,,
LCXS,hitzgi,,unbest. Artikel
LDAP,hitzgi,,
LDNK,hitzgi,,
LDXH,hitzgi,,
LEDK,hitzgi,,
LEGF,gluxi,,
LEJJ,hitzgi,,
LFFD,hitzger,,
LHAU,hitzger,,
LHHT,hixi,,
LHTZ,gluxi,,
LIDX,hitzgi,,
LIPR,hitzgi,,
LJIP,hitzgi,,
LLBP,gluxi,,
LLNV,gluxi,,
LMVO,hitzgi,,
LOCO,SDATS_gluxgi,,
LOFY,gluxi,,
LOHZ,higgi,,
LPNE,hixi,,hexi
LQUM,gluxi,,
LQVZ,hitzger,,
LRMP,hixi,,hexi
LSIS,higgi,,
LTAQ,hixgi,,
LTSU,hitzgi,,
LTSZ,hitzgi,,
LVGN,gluxi,,
LVXL,hixi,,unsicher ob es hexi/hixi ist
LWCO,hitzgi,,
LYFW,hixi,,
LZBT,gluxi,,
LZBW,hitzgi,,
MAQI,gluxi,,
MAXS,hixgi,,
MBKO,gluxi,,
MBVT,gluxi,,
MCEZ,hitzgi,,
MCJN,gluxi,,
MCMB,tschuggi,,
MCQO,hitzgi,,
MEFD,hitzgi,,
MEWO,hitzgi,,
MGNO,hitzgi,,
MHUD,hitzgi,,
MHXW,hitzgi,,
MIDF,gluxi,,
MIEI,hitzgi,,
MIIK,hitzgi,,unbest. Artikel
MIXG,hixi,,
MJKM,SDATS_hütschgi,,
MKDC,higgi,,
MLPB,gluxi,,
MNJJ,gluxi,,
MOCP,hitzgi,,
MOHG,gluxi,,
MPDX,hitzgi,,
MQDQ,gluxi,,
MRDQ,höscher,,
MSCO,gluxi,,
MSOH,higgi,,
MWVG,hixi,,
MXCL,hitzgi,,
MXDT,hitzgi,,
MXJS,gluxi,,
MYXS,hitzgi,,
NDVI,higgi,,
NDWO,hitzgi,,
NDZV,gluxi,,
NEIS,hitzgi,,
NFNF,gluxi,,
NGPR,hitzgi,,
NHCM,gluxi,,
NIAP,gluxi,,
NIDZ,hitzgi,,
NIHI,hitzgi,,
NJTA,hixi,,
NLQP,hixi,,
NMCH,hitzgi,,
NMUE,hitzgi,,
NMZI,higgi,,
NNHI,gluxi,,
NNPH,hützger,,hötzger
NOMA,hützger,,
NOQT,hitzgi,,
NPFH,higgi,,
NPQC,gluxi,,
NQPL,gluxi,,
NSBJ,higgi,,
NUCN,hitzgi,,
NUHA,hitzgi,,
NUYJ,hixgi,,
NVYG,hitzgi,,
NWFD,hitzgi,,
NWTU,gluxi,,
NXDG,hitzgi,,
NYTH,hitzgi,,
NZQW,hitzgi,,
OASX,hixgi,,
OBMP,hixi,,hexi/hixi?
OCBC,higgi,,
ODPT,hüggi,,
OEAH,hixi,,
OEZX,hitzgi,,
OFCF,hitzgi,,hützgi
OFFV,gluxi,,
OFQQ,SDATS_schluckuuf o.ä.,,
OFXV,gluxi,,
OGPV,hitzgi,,
OGQG,hixi,,
OHPG,higgi,,
OIDW,gluxi,,
OKGR,gluxi,,
OKOZ,gluxi,,
OKWW,hitzgi,,
OLBL,higgi,,
OLQM,hitzgi,,
OOMM,hitzgi,,
OPGH,SDATS_schluckuuf o.ä.,higgi,"i han schluggüüf, i han z higgi"
ORGN,higgi,,
ORWP,hitzgi,,
ORZF,gluxi,,
ORZO,hitzgi,,
OSIL,hitzgi,,
OTGL,gluxi,,
OTKB,hitzgi,,
OUQD,hixi,,
OUZE,gluxi,,
OWGL,gluxi,,
OWIM,gluxi,,
OYFQ,hitzgi,,
OYUZ,hitzgi,,
OYYZ,gluxi,,
OZSY,hitzgi,,
PCJF,hitzgi,,
PCMF,hitzgi,,
PCNX,hitzgi,,
PDLD,higgi,,
PEAV,hitzgi,,
PGMA,higgi,,
PIVE,hitzgi,,
PJCV,hitzgi,,
PLSP,SDATS_hötschg(er),,
PMBH,gluxi,,
PMLQ,hitzgi,,
PQFD,hitzgi,,
PRTT,hitzgi,,
PTMF,gluxi,,
PWBS,hixi,,
PWRG,higgi,,
PXDH,hitzgi,,
PXYB,hitzgi,,
PYDG,hitzgi,,
PYRT,hitzgi,,
PZKU,hitzgi,,
QAMI,hitzgi,,
QBCZ,hitzgi,,
QBYH,hösch,,
QDBA,hüggi,,
QDCG,gluxi,,
QDGR,SDATS_hötschg(er),,
QDGV,hixi,,
QEOR,higgi,,
QFCD,hitzgi,,
QFPK,hitzgi,,
QGPN,hitzgi,,
QKEJ,gluxi,,
QKJG,hitzgi,,
QKOW,hitzgi,,
QKPX,hitzgi,,
QMBF,hitzger,,
QMGE,heschi,,
QMNB,higgi,,
QNPX,hitzgi,,
QNXD,hixgi,,
QOOD,gluxi,,
QOST,höscher,,
QQKY,hitzgi,,
QRRJ,hixgi,,
QSIC,hitzgi,,
QVTY,hitzgi,,
QVWW,hitzger,,
QVXX,hitzgi,,
QVYB,gluxi,,
QVYF,hitzgi,,
QWZT,gluxi,,
QXIH,gluxi,,
QYGT,higgi,,
QZDY,gluxi,,
QZEX,hitzgi,,
RAJQ,hitzgi,,
RAKP,gluxi,,
RATN,hitzgi,,
RBLS,hitzgi,,
RBOG,higgi,,
RCDF,gluxi,,
RCFR,hitzgi,,
RCWY,hitzgi,,
RDTE,hitzgi,,
RGML,hitzgi,,
RGSE,hitzgi,,
RHJX,hitzgi,,
RHWR,hitzgi,,
RHYD,höscher,,
RIOS,hitzgi,,
RJVT,hixi,,
RLFX,hixgi,,
RLZK,hitzgi,,
RMKN,hitzgi,,
RMNW,hitzgi,,
RMYB,hixi,,
RMZZ,hitzgi,,
RNEW,gluxi,,
RNLY,hitzgi,,
ROMW,SDATS_hötschg(er),,
ROPY,gluxi,,
ROYT,gluxi,,
RQHU,gluxi,,
RQJR,höscher,,auch höschger
RRAU,gluxi,,
RRDW,hixi,,
RRUY,gluxi,,
RRWK,hixgi,,
RSUK,höscher,,
RVHZ,jöscher_jöschen,,
RVPF,gluxi,,
RWZQ,hitzgi,,
RXAO,gluxi,,
RXJS,hitzgi,,
RXSC,gluxi,,
RYDG,gluxi,,
RZKH,gluxi,,
SATI,NA,,Audio abgeschnitten
SAUU,gluxi,,
SBMK,higger,,
SCON,gluxi,,
SCTT,gluxi,,
SDOI,gluxi,,
SDYX,gluxi,,
SDYY,hitzgi,,
SFID,gluxi,,
SFSY,higgi,,
SHDQ,hitzgi,,
SHOU,higgi,,
SIBL,hitzgi,,
SION,higgi,,
SJVF,gluxi,,
SKNK,hitzgi,,
SLLT,gluxi,,
SNDV,gluxi,,
SOKG,gluxi,,
SOZJ,hitzgi,,
SPBA,gluxi,,
SPCF,hixi,,
SPYB,gluxi,,
SQAT,gluxi,,
SRJK,hitzgi,,
SSQE,tschuggi,,
SSZQ,hitzgi,,
STGG,higgi,,
STIG,hitzgi,,
STWW,hitzgi,,
SUKO,gluxi,,
SUPE,gluxi,,
SWXV,hixi,,
SXAH,hitzger,,
SXHP,higgi,,
SXMH,gluxi,,
SXOS,hitzgi,,
SYIN,höscher,,
SYWQ,gluxi,,
SYZH,hitzgi,,
SZYP,higgi,,
TASM,higgi,,
TBJW,hitzgi,,
TCBP,hitzgi,,
TFBR,gluxi,,
TFRP,higgi,,
TFUD,hitzgi,,
TGFZ,hitzgi,,
THZB,hitzgi,,
TIBD,gluxi,,
TIBR,hitzgi,,
TIDA,hitzger,,
TIEX,hitzgi,,
TIKO,hitzgi,,
TIVM,hitzgi,,
TIXC,hixgi,,
TKJD,higgi,,
TMAV,hitzgi,,
TMQT,hitzgi,,
TMYB,hitzgi,,
TNUQ,hixi,,
TPJS,gluxi,,
TPQP,hitzgi,,
TPTK,hitzgi,,
TPVA,gluxi,,
TQKV,hitzgi,,
TRDS,hitzgi,,
TRYJ,hitzgi,,
TSAA,gluxi,,
TSPB,gluxi,,
TTFI,gluxi,,
TTIS,hitzgi,,
TTOF,hitzgi,,
TUEM,hixgi,,
TUNJ,hitzgi,,
TUSD,gluxi,,
TUZA,hixgi,,
TVAU,jöscher_jöschen,,
TVET,hitzgi,,
TVKA,hitzgi,,
TVYF,hitzgi,,
TVZQ,gluxi,,
TWDN,hitzgi,,
TWOR,hitzgi,,
TYCF,hitzgi,,
TYEY,higgi,,
UAFK,hitzgi,,
UBKB,gluxi,,
UCAX,hüggi,,
UDTD,gluxi,,
UDXP,hixi,,
UFAM,hitzgi,,
UFDY,hitzgi,,
UGBP,hitzgi,,
UGGO,hitzgi,,
UGYQ,gluxi,,
UHTS,gluxi,,
UICW,hitzger,,
UIHT,gluxi,,
UKEJ,hixgi,,
ULLP,hitzgi,,
UMFL,hitzgi,,
UNOI,hitzgi,,
UOAT,hitzgi,,
UOSS,hitzgi,,
UPAW,tschuggi,,
UQJA,higgi,,
UQKW,gluxi,,
URJL,gluxi,,
USUU,hützger,,
UUCL,hixgi,,
UVIA,gluxi,,
UWMU,hitzgi,,
UWOZ,gluxi,,
UWSQ,gluxi,,
UXEI,gluxi,,
UZPN,hitzgi,,
VATG,gluxi,,
VBQG,hitzgi,,
VCMZ,gluxi,,
VCZR,gluxi,,
VEKJ,gluxi,,
VETL,hitzgi,,
VFBX,hitzgi,,
VFEX,gluxi,,
VFKD,hitzgi,,
VFLN,hitzgi,,
VGMD,gluxi,,
VGXK,SDATS_tschuggi,,
VHUA,hixi,,unsicher ob hixi/hexi
VIKF,hixi,,
VITE,hitzgi,,
VIVS,hitzgi,,
VJUZ,hitzger,,hitzge
VJVC,hitzgi,,
VJYT,hixi,,
VLFD,gluxi,,
VMPG,hitzgi,,
VMXT,hitzgi,,
VNQO,gluxi,,
VOVJ,gluxi,,
VOXQ,höscher,,
VOZO,hitzgi,,
VPSN,higgi,,
VQED,hitzgi,,
VQVH,hixi,,
VRIT,hitzgi,,
VRKE,hitzgi,,
VRSA,hitzgi,,
VRST,hitzger,,hitzge
VSXG,higgi,,
VTEA,hitzgi,,
VUCU,NA,,Audio abgeschnitten
VUJO,higgi,,
VUTP,hitzgi,,
VUYF,hitzgi,,
VVAO,hitzgi,,hützgi
VWOO,hitzgi,,
VXQH,hitzgi,,
VYVF,hitzgi,,
VZZC,hitzgi,,
WBHX,hitzgi,,
WCAR,hitzgi,,
WCPR,gluxi,,
WCWE,SDATS_hütschgi,,
WDZS,gluxi,,
WFDO,hitzgi,,
WFQK,gluxi,,
WGFT,higgi,,
WHVY,gluxi,,
WIAS,höscher,,
WIWF,hitzgi,,
WJHB,hitzgi,,
WJWW,hitzger,,
WKBB,hitzgi,,
WLOX,higgi,,
WNIY,SDATS_obsi,,der obsi'
WNMA,hitzgi,,
WOZO,hitzgi,,
WRWX,hitzgi,,
WSZF,hitzgi,,
WTEK,gluxi,,
WUCN,hixi,,
WUEY,hitzgi,SDATS_hötschg(er),beide m
WUQD,hitzgi,,
WVLP,SDATS_görbsi,,
WVTO,gluxer,,
WYIV,gluxi,,
XAEL,hitzgi,,
XBSQ,SDATS_juggi,,
XCEL,higgi,,
XCIM,hitzgi,,
XDBM,hixi,,
XDIE,higgi,,
XDYX,gluxi,,
XEKM,hitzgi,,
XEUG,hitzgi,,
XGAA,higgi,,
XIOT,hitzgi,,
XIUW,hitzgi,,
XIWJ,hitzgi,,
XIXL,hitzgi,,
XJVW,hitzgi,,
XMFF,tschuggi,,
XMXO,gluxi,,
XMZW,hitzger,,
XNAU,hitzgi,,
XNEG,gluxi,,
XNJP,hixi,,
XNVQ,gluxi,,
XOHE,hitzgi,,
XOIQ,gluxi,,
XPCV,gluxi,,
XPMD,hitzgi,,
XQGF,gluxi,,
XQYH,gluxi,,
XRIV,gluxi,,
XSVA,hitzgi,,
XSXQ,hitzgi,,
XTPT,hixgi,,
XTSM,higgi,,
XUAK,hitzgi,,
XVBP,glugger,,glugge
XVHT,gluxi,,
XVRH,gluxi,,
XVTI,hitzgi,,
XVXT,higgi,,
XXCT,hitzgi,gluxi,
XYCB,hitzgi,,
XYEE,hixi,,
XYEK,gluxi,,
XYMB,hitzgi,,
XZKG,SDATS_schluckuuf o.ä.,,
YBWQ,hixi,,
YCXF,gluxi,,
YDIO,hitzgi,,
YDPY,hitzger,,
YDQV,higgi,,
YDSB,tschuggi,,
YECE,gluxi,,
YELS,hixgi,,
YFEF,gluxi,,
YFQM,gluxi,,
YFTY,gluxi,,
YGDB,higgi,,
YGDZ,hitzgi,,
YGIV,hitzgi,,
YGXH,gluxi,,
YGYR,hitzgi,,
YHSV,gluxi,,
YIIZ,gluxi,,
YIKI,hitzgi,,
YIRI,hitzgi,,
YJHC,hixi,,
YJSI,hitzgi,,
YKFP,gluxi,,
YLOG,hitzgi,,
YLYK,hitzgi,,
YMLU,hitzgi,,
YMTU,hitzgi,,
YNDU,hitzgi,,
YOFQ,gluxi,,
YOGB,hitzgi,,
YPDC,hitzgi,,
YPWC,higgi,,
YQIB,gluxi,,
YRCD,hitzgi,,
YRWJ,gluxi,,
YRYC,hitzgi,,
YUAF,hitzgi,,
YVTX,gluxi,,
YXMA,hixi,,
YXRN,hitzgi,,
YYYI,hitzgi,,
YZVT,hitzgi,,
YZZH,gluxi,,
ZAAX,gluxi,,
ZAHZ,hitzgi,,
ZBAS,hitzgi,,
ZCEZ,gluxi,,
ZCNV,hitzgi,,
ZCOU,hixgi,,
ZDGL,hixi,,
ZEWN,higgi,,
ZFDB,gluxi,,
ZFMD,gluxi,,
ZFOJ,hitzgi,,
ZFWF,gluxi,,
ZGBL,gluxi,,
ZGNM,juggi,higgi,
ZGQY,hitzgi,,
ZGYT,gluxi,,
ZHCJ,gluxi,,
ZHRR,hitzgi,,
ZIOD,hitzgi,hitzger,
ZISL,gluxi,,
ZJFT,gluxi,,
ZJOB,gluxi,,
ZKCK,hitzgi,,
ZKMF,gluxi,,
ZKZN,hitzgi,,
ZLFM,gluxi,,
ZLKX,gluxi,,
ZLZD,hitzgi,,
ZMCX,higgi,,
ZOLO,gluxi,,
ZPCZ,gluxi,,
ZPGU,hixgi,,
ZPMN,hitzgi,,
ZPWK,hitzgi,,
ZPWZ,SDATS_hütschgi,,
ZQMH,NA,,halsweh
ZQTC,gluxi,,
ZRRB,hitzgi,,
ZRWA,gluxi,,
ZSMF,gluxi,,
ZTBJ,hitzgi,,
ZTLY,hixgi,,
ZUYN,hitzgi,,
ZVDJ,hixgi,,
ZVMY,gluxi,,
ZVYB,hitzgi,,
ZWLT,hitzgi,,
ZXKI,hitzgi,,
ZYHQ,gluxi,,
ZYKF,higgi,,
ZZSM,hitzgi,,
